Auteur	Titre	Date	Genre	Citation	parjure	serment	promesse	engagement	pacte	gage	foi	voeu	parole	traitre	alliance	caution	garantie	contrat	traité	Somme oeuvre
CORNEILLE, Thomas	LE BERGER EXTRAVAGANT	1652	Pastorale	Il possède sans feinte et mon coeur et ma foi,							1									
CORNEILLE, Thomas	LE BERGER EXTRAVAGANT	1652	Pastorale	S'il nous accuse à tort, la flamme en fera foi.							1									
CORNEILLE, Thomas	LE BERGER EXTRAVAGANT	1652	Pastorale	Tant que de chez la Nymphe il soutient sur ma foi							1									
CORNEILLE, Thomas	LE BERGER EXTRAVAGANT	1652	Pastorale	Et puisque de sa foi sa franchise répond,							1									
CORNEILLE, Thomas	LE BERGER EXTRAVAGANT	1652	Pastorale	Qu'en vouloir croire Clarimond sur sa foi.							1									
CORNEILLE, Thomas	LE BERGER EXTRAVAGANT	1652	Pastorale	Il les croit sur leur foi ; mais comme il se propose							1									
CORNEILLE, Thomas	LE BERGER EXTRAVAGANT	1652	Pastorale	Ah, foi d'Arbre gommeux, ma joie est infinie							1									
CORNEILLE, Thomas	LE BERGER EXTRAVAGANT	1652	Pastorale	Tout Arbre que je suis, je te garde ma foi.							1									
CORNEILLE, Thomas	LE BERGER EXTRAVAGANT	1652	Pastorale	Qu'il ne m'a pu tantôt connaître à la parole,									1							
CORNEILLE, Thomas	LE BERGER EXTRAVAGANT	1652	Pastorale	Tu peux les rassembler d'une douce parole,									1							
CORNEILLE, Thomas	LE BERGER EXTRAVAGANT	1652	Pastorale	Va, tu nous fais bien voir que tu n'étais qu'un traître ;										1						
GARNIER, Thomas	LE BIENFAIT RÉCOMPENSÉ	1785	Drame	J'ai assuré Monsieur que si j'avais vingt ans de moins, j'accepterais ses offres ; vous êtes une autre moi-même, je vous charge de remplir ma promesse ; monsieur ne me contredira pas.			1													
GARNIER, Thomas	LE BIENFAIT RÉCOMPENSÉ	1785	Drame	Un jour, on m'amène le petit Jacquot ; je le vois entrer tout en pleurs ; il n'avait plus sa petite boutique ; son père était mort, toutes ses marchandises avaient été saisies, et sa famille était dispersée. J'eus d'abord beaucoup de peine à tirer de lui une parole.									1							
FLORIAN, Jean Pierre Claris de	LE BON MÉNAGE	1788	Comédie	Je le serai, ma chère amie, et j'ai grand besoin de l'être : car enfin il faut t'avouer que je porte dans mon sein un gage de mon amour.						1										
FLORIAN, Jean Pierre Claris de	LE BON MÉNAGE	1788	Comédie	J'ai profité de l'instant j'ai tout avoué je lui ai dit que je portais dans mon sein le gage de notre union que cet enfant était le sien et qu'il lui demandait par ma voix la permission de naître pour l'aimer.						1										
FLORIAN, Jean Pierre Claris de	LE BON MÉNAGE	1788	Comédie	Je vous en donne ma parole, quoi qu'il m'en coûte pour vous la donner. Votre coeur doit comprendre aisément combien il est douloureux de cacher la moindre chose à un époux que l'on aime : c'est une espèce de mensonge qui fait rougir et souffrir.									1							
FLORIAN, Jean Pierre Claris de	LE BON MÉNAGE	1788	Comédie	Après cette parole, le six petits épagneuls verts remontèrent la cheminée ventre à terre, et la reine eut effectivement un beau petit prince et une belle petite princesse, qui furent charmants, parce qu'ils ressemblèrent à leur mère.									1							
FLORIAN, Jean Pierre Claris de	LE BON MÉNAGE	1788	Comédie	Je vous ai donné, il n'y a pas longtemps, un petit livre tout rempli d'histoires : vous m'aviez promis d'en apprendre quelqu'une par coeur, m'avez-vous tenu parole ?									1							
FLORIAN, Jean Pierre Claris de	LE BON MÉNAGE	1788	Comédie	Oui, ma bonne amie : ajoute ce plaisir à tous ceux que je te dois souffre que cette bagatelle soit mise en rente viagère sur ta tête : j'ai déjà donné des ordres à mon notaire, et je t'enverrai ce soir ton contrat.														1		
FLORIAN, Jean Pierre Claris de	LE BON MÉNAGE	1788	Comédie	Je lui ai donné moi-même ce petit contrat que j'ai fait faire pour lui, selon tes intentions ; mais à peine m'a-t-il regardée : il a pris le papier d'un air égaré, et a poursuivi son chemin sans me parler.														1		
FLORIAN, Jean Pierre Claris de	LE BON MÉNAGE	1788	Comédie	La lettre de Monsieur Lelio, et puis encore un contrat que mademoiselle Rosalba vient de me donner ; car c'est sûrement pour vous, ce contrat-là.														1		
FLORIAN, Jean Pierre Claris de	LE BON MÉNAGE	1788	Comédie	Mademoiselle Rosalba a voulu me donner ce matin quinze mille francs, je lui ai demandé que ce don fut pour vous seul : c'est le contrat que vous tenez.														1		
GARNIER, Thomas	LE BON PÈRE	1785	Proverbe	Mais, j'entends du bruit, je gage que c'est votre coquin de fils ; il rentre à une jolie heure.						1										
GARNIER, Thomas	LE BON PÈRE	1785	Proverbe	C'est bien, morbleu, c'est bien : mais à votre place j'aurais, ma foi, pris un parti plus court et moins gênant ; car, entre nous, vous jouez un fatigant personnage.							1									
GARNIER, Thomas	LE BON PÈRE	1785	Proverbe	Ma foi, mon cher oncle, c'est un de mes amis qui m'a donné le soupé le plus élégant : Nous avions grande chère, de bon vin, de jolies femmes : ne suis-je pas excusable de m'être un peu oublié ?							1									
GARNIER, Thomas	LE BON PÈRE	1785	Proverbe	Votre oncle sentira combien la manière dure et impérieuse avec laquelle il vous a toujours traités, est dangereuse ; elle est capable de vicier les plus heureux caractères : il reconnaîtra la vérité du proverbe.															1	
FLORIAN, Jean Pierre Claris de	LE BON PÈRE	1788	Comédie	Si vous croyez pouvoir oublier mademoiselle Nisida, il faut retourner à votre régiment, suivre le service, et reprendre par votre mérite la place que le sort vous a ôtee : s'il vous est impossible de vivre sans mademoiselle Nisida, ma foi, il faut rester ici plutôt que de mourir ; il faut lui parler, lui découvrir qui vous êtes, lui dire que vous aimez...							1									
FLORIAN, Jean Pierre Claris de	LE BON PÈRE	1788	Comédie	Ma foi, je me suis donc trompé.							1									
FLORIAN, Jean Pierre Claris de	LE BON PÈRE	1788	Comédie	Tu m'en as toujours dit du bien ; je le vois te chercher dans toutes les maisons où nous allons : quand il cause avec toi, tu as un air contraint et embarrassé ; j'avais pris, tout cela pour de l'amour. Il n'en est rien ; je retirerai ma parole, parce que la première condition était que le mariage te conviendrait.									1							
FLORIAN, Jean Pierre Claris de	LE BON PÈRE	1788	Comédie	Je sais que ce petit article, qui fait tout dans le mariage, est compté pour rien dans le contrat ; mais Monsieur Arlequin, le père de Mademoiselle Nisida, convient lui-même qu'il n'est qu'un simple bourgeois d'une petite ville d'Italie, et qu'il ne possède ses richesses que par un hasard singulier.														1		
DANCOURT, Florent Carton dit	LE BON SOLDAT	1718	Comédie	Ah ! N'avez-vous point fait quelque pacte avec lui ?					1											
DANCOURT, Florent Carton dit	LE BON SOLDAT	1718	Comédie	Ma foi je doute fort demain comme aujourd'hui							1									
DANCOURT, Florent Carton dit	LE BON SOLDAT	1718	Comédie	Non fait, ma foi, ma chère,							1									
DANCOURT, Florent Carton dit	LE BON SOLDAT	1718	Comédie	Ma foi, vous finirez malgré tous vos adieux,							1									
DANCOURT, Florent Carton dit	LE BON SOLDAT	1718	Comédie	Qu'il a, ma foi, pensé ne point partir du tout.							1									
DANCOURT, Florent Carton dit	LE BON SOLDAT	1718	Comédie	Allez sur ma parole,									1							
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Un jeune homme me trouva chez une brave femme, qui me traitait à merveille ; il se prit de goût pour moi, et je fis la sottise de l'aimer de bonne foi ; il me mit dans mes meubles.							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Oui, pour toi, mais pour moi, ce n'est pas de même, il faut que je quitte ce maître là, il est à bout de ressource ; je prévois que tout ira mal : de plus il est, ma foi, trop débauché pour moi.							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Non ma foi ; je te parle très sérieusement, je veux faire une fin : oh ça, as-tu quelque chose à me donner ?							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Non, ma foi, je ne voudrais pas vous tromper ; la langue m'a fourchée, et la preuve que je dis vrai c'est que je ne vous en donnerai que quatre.							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Par ma foi, je n'en sais rien.							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Par ma foi, je l'ignore, je vous le répète, et je suis dans la bonne foi.							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Ma foi, cela m'est absolument égal.							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Ma foi, non.							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Ma foi, si tu crains la vérole, tu fais fort bien ; ce n'est pas que je croie l'avoir, au moins.							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Ma foi, Monsieur, vous ne m'avez pas trop traité en ami hier au soir, non seulement en me faisant mettre à table avec vous, mais en me faisant trop boire : j'en ai mal à la tête ce matin.							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Ma foi, Monsieur, j'avais autre chose à faire, ; je n'y ai pas plus pensé qu'à m'aller baigner.							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Ma foi, non.							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Je n'y serais ma foi pas venu, si j'avais cru vous y rencontrer.							1									
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Il a dégueulé partout dans votre lit ; vous serez, sur ma parole, plus de huit jours sans pouvoir vous en servir.									1							
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	C'est à toi que j'en ai, traître.										1						
CAYLUS, Henri Jean-Henri Gourgaud dit	LE BORDEL OU LE JEAN-FOUTRE PUNI	1747	Comédie	Nous conviendrons de nos faits ; mais, dites moi, je vous conjure, comment les demoiselles sont traitées ici ; et quel est le caractère de madame Dru ?															1	
CARMONTELLE, Louis de	LE BOUDOIR.	1768	Proverbe	Sophie est prévenue et doit amener ici Mademoiselle de Saint-Edme, pendant que j'irai finir une affaire chez mon notaire, et faire préparer le contrat.														1		
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Par ma foi !							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Si l'on trouvait en amour de la foi ;							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Ma foi !							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Par ma foi !							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Ma foi, s'il va jusqu'à l'Altesse, il aura toute la bourse.							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Par ma foi !							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Oui, ma foi !							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Il m'a juré sa foi de gentilhomme.							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Ma foi !							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Ma foi !							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Ma foi !							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Ma foi !							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Par ma foi !							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Par ma foi !							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Ma foi !							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Mon foi ! Moi le foudrois estre hors de dedans.							1									
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Attendez, mon ami : Monseigneur mérite quelque chose, et ce n'est pas une petite parole que Monseigneur.									1							
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Je vous dis qu'il me tiendra parole, j'en suis sûr.									1							
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	As-tu perdu la parole, Covielle ?									1							
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Madame, que cette parole m'est douce, et qu'elle flatte mes désirs !									1							
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Monsieur, si elle veut écouter une parole en particulier, je vous promets de la faire consentir à ce que vous voulez.									1							
MOLIERE	LE BOURGEOIS GENTILHOMME	1671	Comédie-ballet	Si je le tenais maintenant, ce tailleur détestable, ce chien de tailleur-là, ce traître de tailleur, je...										1						
VOLTAIRE	LE BRUTUS	1731	Tragédie	Serment d'obéissance et non point d'esclavage ;		1														
VOLTAIRE	LE BRUTUS	1731	Tragédie	Tes vains engagements, tes plaintes, tes injures ;				1												
VOLTAIRE	LE BRUTUS	1731	Tragédie	Notre amour, mon hymen, mes jours en sont le gage :						1										
VOLTAIRE	LE BRUTUS	1731	Tragédie	Des sénateurs romains n'ont pu tenter la foi ?							1									
VOLTAIRE	LE BRUTUS	1731	Tragédie	Même après le succès, à nous tenir sa foi ;							1									
VOLTAIRE	LE BRUTUS	1731	Tragédie	Va, mon cour a ta foi tout entier s'abandonne ;							1									
VOLTAIRE	LE BRUTUS	1731	Tragédie	Et je mourrai plutôt qu'un autre ait votre foi.							1									
VOLTAIRE	LE BRUTUS	1731	Tragédie	A Tarquin même il a donné sa foi.							1									
VOLTAIRE	LE BRUTUS	1731	Tragédie	Où ma foi fut séduite, où tu trompas mes feux,							1									
VOLTAIRE	LE BRUTUS	1731	Tragédie	De la foi des humains discrets dépositaires,							1									
VOLTAIRE	LE BRUTUS	1731	Tragédie	Si dans le sein de Rome il se trouvait un traître,										1						
VOLTAIRE	LE BRUTUS	1731	Tragédie	Mais un jour quelquefois est beaucoup pour un traître.										1						
VOLTAIRE	LE BRUTUS	1731	Tragédie	Que désormais en vous je ne vois plus qu'un traître,										1						
VOLTAIRE	LE BRUTUS	1731	Tragédie	On s'écrie ; on s'avance : il se frappe, et le traître										1						
VOLTAIRE	LE BRUTUS	1731	Tragédie	Traître, tu ne l'es plus ;										1						
VOLTAIRE	LE BRUTUS	1731	Tragédie	Le coup en est affreux, le traître était mon fils !										1						
VOLTAIRE	LE BRUTUS	1731	Tragédie	Tombe, ou punis les rois : ce sont là tes traités.															1	
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Mademoiselle, tout ainsi qu'ès-pays coutumiers, le vassal est tenu de prêter serment de foi et d'hommage-lige entre les mains de son seigneur féodal, avant qu'entrer en possession des terres acquises dans sa mouvance ; de même viens-je en qualité de votre vassal indigne, vous promettre foi et loyauté perpétuelle, avant qu'entrer en possession du fief seigneurial de vos beautés, à moi acquis par la cession de madame votre mère, et le contrat qui sera incessamment passé par-devant les notaires au Châtelet de Paris.		1														
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	J'ai quinze hommes à refaire à ma compagnie, avant de retourner à notre garnison ; et comme je n'ai point d'argent, voilà un diamant de cinq cents écus, que je vous prie de me faire mettre en gage pour deux ou trois cents pistoles.						1										
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Ma foi, cela m'intrigue un peu, franchement.							1									
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Il y a de la folie, ma foi ; il y a de la folie.							1									
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Mademoiselle, tout ainsi qu'ès-pays coutumiers, le vassal est tenu de prêter serment de foi et d'hommage-lige entre les mains de son seigneur féodal, avant qu'entrer en possession des terres acquises dans sa mouvance ; de même viens-je en qualité de votre vassal indigne, vous promettre foi et loyauté perpétuelle, avant qu'entrer en possession du fief seigneurial de vos beautés, à moi acquis par la cession de madame votre mère, et le contrat qui sera incessamment passé par-devant les notaires au Châtelet de Paris.							1									
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Ma foi, les habiles gens se tirent toujours d'intrigue, et l'esprit est le vrai passe-partout de la fortune.							1									
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Ma foi, ce sont vos affaires.							1									
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Ma foi, voilà une véritable aventure de café.							1									
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Tudieu vous avez la parole bien libre, pour un homme qui était ivre il n'y a qu'un moment.									1							
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Je vous ai tantôt été chercher dans votre étude ; mais comme vous n'y étiez pas, je ne vous y ai point trouvé, et je suis allé de là à l'Alliance, prendre un peu de nourriture, modérément pourtant.											1					
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Mademoiselle, tout ainsi qu'ès-pays coutumiers, le vassal est tenu de prêter serment de foi et d'hommage-lige entre les mains de son seigneur féodal, avant qu'entrer en possession des terres acquises dans sa mouvance ; de même viens-je en qualité de votre vassal indigne, vous promettre foi et loyauté perpétuelle, avant qu'entrer en possession du fief seigneurial de vos beautés, à moi acquis par la cession de madame votre mère, et le contrat qui sera incessamment passé par-devant les notaires au Châtelet de Paris.														1		
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Le mariage l'enhardira ; et demain à l'heure qu'il vous plaira nous ferons dresser le contrat.														1		
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Je crois que les acquisitions aussi bien que les mariages de ces messieurs-là se font aisément sans contrat.														1		
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Çà, il n'y a qu'a dresser le contrat tout à l'heure.														1		
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Moi dresser le contrat ?														1		
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Quoi j'aurais encore la mortification de faire le contrat de mariage de mon rival ?														1		
ROUSSEAU, Jean-Baptiste	LE CAFÉ	1694	Comédie	Allons, monsieur l'Abbé, et monsieur le Commissaire, venez servir de témoins et signer au contrat que nous allons passer tout à 1'heure.														1		
CARMONTELLE, Louis de	LE CAFÉ BORGNE	1770	Proverbe	Sur ma foi, d'honneur, jé né me lasse point d'admirer la grâce dé cetté coiffure dé Monsieur dé Tressant : c'est une simplicité, une élégance, un jé né sais quoi...							1									
CARMONTELLE, Louis de	LE CAFÉ BORGNE	1770	Proverbe	Ma foi, où il vous plaira.							1									
CARMONTELLE, Louis de	LE CAFÉ BORGNE	1770	Proverbe	Sérieusement, jé suis caution pour cette affaire ; si vous voulez, jé parlerai au meilleur coiffeur de Paris ; jé fus garçon major dans sa boutique tandis que j'étudiais à Saint-Côme.												1				
CARRIÈRE-DOISIN	LE CAFÉ LITTÉRAIRE	1785	Comédie	Oui, Monsieur, pardonnez-nous ce mouvement de gaieté ; mais le pacte que vous venez de faire avec notre ami est trop plaisant, pour ne point en rire.					1											
CARRIÈRE-DOISIN	LE CAFÉ LITTÉRAIRE	1785	Comédie	J'avais d'abord pensé comme vous ; mais, ma foi, depuis que j'ai lu la préface, je ne sais plus à quoi m'en tenir, l'auteur m'entraîne, me séduit.							1									
CARRIÈRE-DOISIN	LE CAFÉ LITTÉRAIRE	1785	Comédie	Ma foi, Monsieur, lorsqu'on est d'aussi bonne foi que vous, on doit avoir le coeur excellent.							1									
CARRIÈRE-DOISIN	LE CAFÉ LITTÉRAIRE	1785	Comédie	Néanmoins, Messieurs, applaudissons de bonne foi à ce qu'il dit de son Eugénie.							1									
CARRIÈRE-DOISIN	LE CAFÉ LITTÉRAIRE	1785	Comédie	Il est devenu fou, ma foi.							1									
CARRIÈRE-DOISIN	LE CAFÉ LITTÉRAIRE	1785	Comédie	Ma foi, Messieurs, il le ferait comme il le dit, et je vous avoue que je n'aime point à prêter à rire à mes dépens.							1									
CARRIÈRE-DOISIN	LE CAFÉ LITTÉRAIRE	1785	Comédie	Par ma foi, mon ami Frippart, on te prend mesure.							1									
CARRIÈRE-DOISIN	LE CAFÉ LITTÉRAIRE	1785	Comédie	Par ma foi, traitons avec lui...							1									
CARRIÈRE-DOISIN	LE CAFÉ LITTÉRAIRE	1785	Comédie	Ma foi, Monsieur, je changerais l'inscription de mon café, et je mettrais, les Petites-Maisons.							1									
CARRIÈRE-DOISIN	LE CAFÉ LITTÉRAIRE	1785	Comédie	À qui la faute ? Mais ne murmurons plus, les rôles sont distribués, et j'ai parole pour la première répétition à la semaine prochaine.									1							
CARRIÈRE-DOISIN	LE CAFÉ LITTÉRAIRE	1785	Comédie	Mauvaise caution, Monsieur ; il y a dix ans qu'à vous entendre vous êtes sur le répertoire, et ce n'est jamais votre tour.												1				
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Ô le serment étrange !		1														
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Et que j'ai fait serment qu'il faut que j'accomplisse.		1														
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Je suis ravi de voir un homme de promesse.			1													
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Que je gage à présent qu'il en a cent de reste.						1										
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Feignant, outre cela, d'aimer Cliton, je gage						1										
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Et dans vos libertés en tirer quelque gage						1										
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Au diable le lourdaud ! Ah ! Sur ma foi, je gage						1										
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Ma foi, sa beauté n'a que l'épée et la cape.							1									
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Ma foi, dans vos amours vous n'êtes qu'un cheval.							1									
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Je jure par vos yeux, et foi de gentilhomme,							1									
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Ma foi, c'est un trésor, tout bizarre qu'il est ;							1									
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Vous avez beau prier, je n'irai pas, ma foi.							1									
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	En ce temps les seconds sont rares, sur ma foi.							1									
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Et devant ces témoins vous jurer sur ma foi							1									
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Et tenez assuré qu'en recevant ma foi,							1									
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Tout ainsi, si bien donc. Or l'amour, oui, ma foi...							1									
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Tout ce qu'il vous plaira mais, ma foi, je m'endors ;							1									
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Au diable le lourdaud ! Ah ! Sur ma foi, je gage							1									
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Je fais plus que jamais le voeu de vous venger.								1								
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Quand avec la parole on fait quelques offenses,									1							
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Mais quand par la parole on dit fidèlement									1							
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Et que la parole est honnête, et belle, et bonne,									1							
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Hé bien il faut marcher, ma parole est donnée.									1							
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Rien n'y manque en effet, si ce n'est la parole.									1							
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Traître !										1						
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Dieux ! À quelle action s'émancipe ce traître !										1						
GILLET DE LA TESSONNERIE	LE CAMPAGNARD	1657	Comédie	Et que, le traître ayant moins d'effet que de bruit,										1						
REGNARD, Jean-Francois	LE CARNAVAL DE VENISE	1699	Ballet	M'a fait cent fois même serment.		1														
REGNARD, Jean-Francois	LE CARNAVAL DE VENISE	1699	Ballet	Sur ce traître ou sur moi fais voler ses éclats,										1						
CHEVALIER, Jean Simonin dit	LE CARTEL DE GUILLOT	1682	Comédie	Et je vous en fais ma promesse			1													
CHEVALIER, Jean Simonin dit	LE CARTEL DE GUILLOT	1682	Comédie	Ma foi la mort lui serait hoc							1									
CHEVALIER, Jean Simonin dit	LE CARTEL DE GUILLOT	1682	Comédie	Le traître se donnait carrière										1						
CHEVALIER, Jean Simonin dit	LE CARTEL DE GUILLOT	1682	Comédie	Un coquin, un bélître, un traître,										1						
CHEVALIER, Jean Simonin dit	LE CARTEL DE GUILLOT	1682	Comédie	Quoi traître n'as-tu point de honte										1						
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Est séduisant, parjure, et gaiement infidèle.	1															
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	S'il n'eut de vous, dit-on, arraché le serment		1														
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Ne peut, j'en fais serment, me faire aimer Terville.		1														
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	D'un silence forcé m'imposa la promesse.			1													
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Malgré moi je diffère et tiens mal ma promesse.			1													
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Que vous rejetteriez tout autre engagement?				1												
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Quoi que vous en disiez, vous voudrez bien, je gage,						1										
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Même sort vous attend ; un jour viendra, je gage,						1										
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Qu'ils s'embarquent tous deux sur la foi des serments :							1									
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Ma foi,							1									
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Ma foi, je ne te dirai pas ;							1									
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Quoi ?... ma foi, je m'y perds, sa gaieté m'étourdit.							1									
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Seule à vous affliger : ma foi, Mademoiselle,							1									
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Ma foi							1									
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Où vous vivrez, ma foi, comme il vous conviendra ;							1									
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Oh ! Ma foi, ce n'est pas l'instant d'y revenir.							1									
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Ciel ! Et c'est sur ma foi que son coeur s'est livré.							1									
DORAT, Claude-Joseph	LE CÉLIBATAIRE	1776	Comédie	Est le voeu le plus doux, le plus cher à mon coeur.								1								
